[2025-05-24T13:19:21.612+0000][gc,init] CardTable entry size: 512
[2025-05-24T13:37:18.405+0000][gc,task     ] GC(35) Using 10 workers of 10 for evacuation
[2025-05-24T13:37:18.429+0000][gc,phases   ] GC(35)   Pre Evacuate Collection Set: 0.8ms
[2025-05-24T13:37:18.430+0000][gc,phases   ] GC(35)   Merge Heap Roots: 0.3ms
[2025-05-24T13:37:18.431+0000][gc,phases   ] GC(35)   Evacuate Collection Set: 18.8ms
[2025-05-24T13:37:18.432+0000][gc,phases   ] GC(35)   Post Evacuate Collection Set: 1.5ms
[2025-05-24T13:37:18.433+0000][gc,phases   ] GC(35)   Other: 2.1ms
[2025-05-24T13:37:18.433+0000][gc,heap     ] GC(35) Eden regions: 600->0(603)
[2025-05-24T13:37:18.434+0000][gc,heap     ] GC(35) Survivor regions: 14->11(77)
[2025-05-24T13:37:18.434+0000][gc,heap     ] GC(35) Old regions: 25->26
[2025-05-24T13:37:18.435+0000][gc,heap     ] GC(35) Humongous regions: 130->130
[2025-05-24T13:37:18.435+0000][gc,metaspace] GC(35) Metaspace: 16664K(17088K)->16664K(17088K) NonClass: 14780K(14976K)->14780K(14976K) Class: 1883K(2112K)->1883K(2112K)
[2025-05-24T13:37:18.436+0000][gc          ] GC(35) Pause Young (Normal) (G1 Evacuation Pause) 768M->166M(1024M) 31.613ms
[2025-05-24T13:37:18.438+0000][gc,cpu      ] GC(35) User=0.09s Sys=0.00s Real=0.03s
[2025-05-24T13:37:49.549+0000][gc,start    ] GC(36) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:37:49.549+0000][gc,task     ] GC(36) Using 10 workers of 10 for evacuation
[2025-05-24T13:37:49.559+0000][gc,phases   ] GC(36)   Pre Evacuate Collection Set: 0.5ms
[2025-05-24T13:37:49.559+0000][gc,phases   ] GC(36)   Merge Heap Roots: 0.3ms
[2025-05-24T13:37:49.559+0000][gc,phases   ] GC(36)   Evacuate Collection Set: 7.2ms
[2025-05-24T13:37:49.559+0000][gc,phases   ] GC(36)   Post Evacuate Collection Set: 1.3ms
[2025-05-24T13:37:49.560+0000][gc,phases   ] GC(36)   Other: 0.3ms
[2025-05-24T13:37:49.560+0000][gc,heap     ] GC(36) Eden regions: 603->0(600)
[2025-05-24T13:37:49.560+0000][gc,heap     ] GC(36) Survivor regions: 11->14(77)
[2025-05-24T13:37:49.560+0000][gc,heap     ] GC(36) Old regions: 26->27
[2025-05-24T13:37:49.560+0000][gc,heap     ] GC(36) Humongous regions: 131->130
[2025-05-24T13:37:49.560+0000][gc,metaspace] GC(36) Metaspace: 16666K(17088K)->16666K(17088K) NonClass: 14783K(14976K)->14783K(14976K) Class: 1883K(2112K)->1883K(2112K)
[2025-05-24T13:37:49.561+0000][gc          ] GC(36) Pause Young (Normal) (G1 Evacuation Pause) 770M->169M(1024M) 11.977ms
[2025-05-24T13:37:49.561+0000][gc,cpu      ] GC(36) User=0.07s Sys=0.00s Real=0.01s
[2025-05-24T13:38:29.191+0000][gc,start    ] GC(37) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:38:29.191+0000][gc,task     ] GC(37) Using 10 workers of 10 for evacuation
[2025-05-24T13:38:29.199+0000][gc,phases   ] GC(37)   Pre Evacuate Collection Set: 0.5ms
[2025-05-24T13:38:29.199+0000][gc,phases   ] GC(37)   Merge Heap Roots: 0.2ms
[2025-05-24T13:38:29.199+0000][gc,phases   ] GC(37)   Evacuate Collection Set: 5.0ms
[2025-05-24T13:38:29.200+0000][gc,phases   ] GC(37)   Post Evacuate Collection Set: 1.9ms
[2025-05-24T13:38:29.200+0000][gc,phases   ] GC(37)   Other: 0.3ms
[2025-05-24T13:38:29.201+0000][gc,heap     ] GC(37) Eden regions: 600->0(602)
[2025-05-24T13:38:29.201+0000][gc,heap     ] GC(37) Survivor regions: 14->12(77)
[2025-05-24T13:38:29.201+0000][gc,heap     ] GC(37) Old regions: 27->27
[2025-05-24T13:38:29.201+0000][gc,heap     ] GC(37) Humongous regions: 130->130
[2025-05-24T13:38:29.201+0000][gc,metaspace] GC(37) Metaspace: 16669K(17088K)->16669K(17088K) NonClass: 14785K(14976K)->14785K(14976K) Class: 1883K(2112K)->1883K(2112K)
[2025-05-24T13:38:29.202+0000][gc          ] GC(37) Pause Young (Normal) (G1 Evacuation Pause) 769M->168M(1024M) 11.085ms
[2025-05-24T13:38:29.202+0000][gc,cpu      ] GC(37) User=0.06s Sys=0.00s Real=0.01s
[2025-05-24T13:38:59.864+0000][gc,start    ] GC(38) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:38:59.865+0000][gc,task     ] GC(38) Using 10 workers of 10 for evacuation
[2025-05-24T13:38:59.873+0000][gc,phases   ] GC(38)   Pre Evacuate Collection Set: 0.7ms
[2025-05-24T13:38:59.873+0000][gc,phases   ] GC(38)   Merge Heap Roots: 0.4ms
[2025-05-24T13:38:59.874+0000][gc,phases   ] GC(38)   Evacuate Collection Set: 5.8ms
[2025-05-24T13:38:59.874+0000][gc,phases   ] GC(38)   Post Evacuate Collection Set: 1.4ms
[2025-05-24T13:38:59.874+0000][gc,phases   ] GC(38)   Other: 0.4ms
[2025-05-24T13:38:59.874+0000][gc,heap     ] GC(38) Eden regions: 602->0(599)
[2025-05-24T13:38:59.875+0000][gc,heap     ] GC(38) Survivor regions: 12->15(77)
[2025-05-24T13:38:59.875+0000][gc,heap     ] GC(38) Old regions: 27->28
[2025-05-24T13:38:59.875+0000][gc,heap     ] GC(38) Humongous regions: 130->130
[2025-05-24T13:38:59.876+0000][gc,metaspace] GC(38) Metaspace: 16678K(17088K)->16678K(17088K) NonClass: 14794K(14976K)->14794K(14976K) Class: 1883K(2112K)->1883K(2112K)
[2025-05-24T13:38:59.876+0000][gc          ] GC(38) Pause Young (Normal) (G1 Evacuation Pause) 770M->171M(1024M) 12.002ms
[2025-05-24T13:38:59.876+0000][gc,cpu      ] GC(38) User=0.04s Sys=0.02s Real=0.01s
[2025-05-24T13:39:39.404+0000][gc,start    ] GC(39) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:39:39.405+0000][gc,task     ] GC(39) Using 10 workers of 10 for evacuation
[2025-05-24T13:39:39.416+0000][gc,phases   ] GC(39)   Pre Evacuate Collection Set: 0.7ms
[2025-05-24T13:39:39.416+0000][gc,phases   ] GC(39)   Merge Heap Roots: 0.3ms
[2025-05-24T13:39:39.416+0000][gc,phases   ] GC(39)   Evacuate Collection Set: 6.7ms
[2025-05-24T13:39:39.417+0000][gc,phases   ] GC(39)   Post Evacuate Collection Set: 2.8ms
[2025-05-24T13:39:39.417+0000][gc,phases   ] GC(39)   Other: 0.5ms
[2025-05-24T13:39:39.417+0000][gc,heap     ] GC(39) Eden regions: 599->0(603)
[2025-05-24T13:39:39.417+0000][gc,heap     ] GC(39) Survivor regions: 15->11(77)
[2025-05-24T13:39:39.417+0000][gc,heap     ] GC(39) Old regions: 28->28
[2025-05-24T13:39:39.418+0000][gc,heap     ] GC(39) Humongous regions: 130->130
[2025-05-24T13:39:39.418+0000][gc,metaspace] GC(39) Metaspace: 16681K(17088K)->16681K(17088K) NonClass: 14797K(14976K)->14797K(14976K) Class: 1883K(2112K)->1883K(2112K)
[2025-05-24T13:39:39.418+0000][gc          ] GC(39) Pause Young (Normal) (G1 Evacuation Pause) 770M->167M(1024M) 13.949ms
[2025-05-24T13:39:39.418+0000][gc,cpu      ] GC(39) User=0.06s Sys=0.00s Real=0.01s
[2025-05-24T13:40:19.026+0000][gc,start    ] GC(40) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:40:19.027+0000][gc,task     ] GC(40) Using 10 workers of 10 for evacuation
[2025-05-24T13:40:19.033+0000][gc,phases   ] GC(40)   Pre Evacuate Collection Set: 0.5ms
[2025-05-24T13:40:19.033+0000][gc,phases   ] GC(40)   Merge Heap Roots: 0.3ms
[2025-05-24T13:40:19.033+0000][gc,phases   ] GC(40)   Evacuate Collection Set: 4.0ms
[2025-05-24T13:40:19.034+0000][gc,phases   ] GC(40)   Post Evacuate Collection Set: 1.2ms
[2025-05-24T13:40:19.034+0000][gc,phases   ] GC(40)   Other: 0.3ms
[2025-05-24T13:40:19.034+0000][gc,heap     ] GC(40) Eden regions: 603->0(605)
[2025-05-24T13:40:19.034+0000][gc,heap     ] GC(40) Survivor regions: 11->9(77)
[2025-05-24T13:40:19.034+0000][gc,heap     ] GC(40) Old regions: 28->29
[2025-05-24T13:40:19.035+0000][gc,heap     ] GC(40) Humongous regions: 130->130
[2025-05-24T13:40:19.035+0000][gc,metaspace] GC(40) Metaspace: 16691K(17088K)->16691K(17088K) NonClass: 14807K(14976K)->14807K(14976K) Class: 1883K(2112K)->1883K(2112K)
[2025-05-24T13:40:19.035+0000][gc          ] GC(40) Pause Young (Normal) (G1 Evacuation Pause) 770M->167M(1024M) 8.660ms
[2025-05-24T13:40:19.035+0000][gc,cpu      ] GC(40) User=0.03s Sys=0.01s Real=0.01s
[2025-05-24T13:40:49.530+0000][gc,start    ] GC(41) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:40:49.531+0000][gc,task     ] GC(41) Using 10 workers of 10 for evacuation
[2025-05-24T13:40:49.541+0000][gc,phases   ] GC(41)   Pre Evacuate Collection Set: 0.5ms
[2025-05-24T13:40:49.541+0000][gc,phases   ] GC(41)   Merge Heap Roots: 0.3ms
[2025-05-24T13:40:49.542+0000][gc,phases   ] GC(41)   Evacuate Collection Set: 7.6ms
[2025-05-24T13:40:49.542+0000][gc,phases   ] GC(41)   Post Evacuate Collection Set: 1.3ms
[2025-05-24T13:40:49.542+0000][gc,phases   ] GC(41)   Other: 0.6ms
[2025-05-24T13:40:49.542+0000][gc,heap     ] GC(41) Eden regions: 605->0(601)
[2025-05-24T13:40:49.542+0000][gc,heap     ] GC(41) Survivor regions: 9->13(77)
[2025-05-24T13:40:49.543+0000][gc,heap     ] GC(41) Old regions: 29->29
[2025-05-24T13:40:49.544+0000][gc,heap     ] GC(41) Humongous regions: 130->130
[2025-05-24T13:40:49.545+0000][gc,metaspace] GC(41) Metaspace: 16927K(17344K)->16927K(17344K) NonClass: 15008K(15168K)->15008K(15168K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:40:49.546+0000][gc          ] GC(41) Pause Young (Normal) (G1 Evacuation Pause) 772M->170M(1024M) 15.824ms
[2025-05-24T13:40:49.546+0000][gc,cpu      ] GC(41) User=0.06s Sys=0.00s Real=0.02s
[2025-05-24T13:41:29.191+0000][gc,start    ] GC(42) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:41:29.191+0000][gc,task     ] GC(42) Using 10 workers of 10 for evacuation
[2025-05-24T13:41:29.198+0000][gc,phases   ] GC(42)   Pre Evacuate Collection Set: 0.7ms
[2025-05-24T13:41:29.198+0000][gc,phases   ] GC(42)   Merge Heap Roots: 0.2ms
[2025-05-24T13:41:29.198+0000][gc,phases   ] GC(42)   Evacuate Collection Set: 3.7ms
[2025-05-24T13:41:29.198+0000][gc,phases   ] GC(42)   Post Evacuate Collection Set: 1.2ms
[2025-05-24T13:41:29.198+0000][gc,phases   ] GC(42)   Other: 0.3ms
[2025-05-24T13:41:29.199+0000][gc,heap     ] GC(42) Eden regions: 601->0(602)
[2025-05-24T13:41:29.199+0000][gc,heap     ] GC(42) Survivor regions: 13->12(77)
[2025-05-24T13:41:29.199+0000][gc,heap     ] GC(42) Old regions: 29->29
[2025-05-24T13:41:29.199+0000][gc,heap     ] GC(42) Humongous regions: 130->130
[2025-05-24T13:41:29.199+0000][gc,metaspace] GC(42) Metaspace: 16937K(17344K)->16937K(17344K) NonClass: 15018K(15168K)->15018K(15168K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:41:29.200+0000][gc          ] GC(42) Pause Young (Normal) (G1 Evacuation Pause) 771M->170M(1024M) 8.447ms
[2025-05-24T13:41:29.200+0000][gc,cpu      ] GC(42) User=0.03s Sys=0.00s Real=0.00s
[2025-05-24T13:41:59.678+0000][gc,start    ] GC(43) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:41:59.679+0000][gc,task     ] GC(43) Using 10 workers of 10 for evacuation
[2025-05-24T13:41:59.686+0000][gc,phases   ] GC(43)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:41:59.686+0000][gc,phases   ] GC(43)   Merge Heap Roots: 0.3ms
[2025-05-24T13:41:59.686+0000][gc,phases   ] GC(43)   Evacuate Collection Set: 4.9ms
[2025-05-24T13:41:59.686+0000][gc,phases   ] GC(43)   Post Evacuate Collection Set: 1.4ms
[2025-05-24T13:41:59.687+0000][gc,phases   ] GC(43)   Other: 0.3ms
[2025-05-24T13:41:59.687+0000][gc,heap     ] GC(43) Eden regions: 602->0(599)
[2025-05-24T13:41:59.687+0000][gc,heap     ] GC(43) Survivor regions: 12->15(77)
[2025-05-24T13:41:59.687+0000][gc,heap     ] GC(43) Old regions: 29->29
[2025-05-24T13:41:59.688+0000][gc,heap     ] GC(43) Humongous regions: 130->130
[2025-05-24T13:41:59.688+0000][gc,metaspace] GC(43) Metaspace: 16938K(17344K)->16938K(17344K) NonClass: 15019K(15168K)->15019K(15168K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:41:59.688+0000][gc          ] GC(43) Pause Young (Normal) (G1 Evacuation Pause) 772M->173M(1024M) 10.048ms
[2025-05-24T13:41:59.689+0000][gc,cpu      ] GC(43) User=0.05s Sys=0.00s Real=0.01s
[2025-05-24T13:42:39.322+0000][gc,start    ] GC(44) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:42:39.323+0000][gc,task     ] GC(44) Using 10 workers of 10 for evacuation
[2025-05-24T13:42:39.330+0000][gc,phases   ] GC(44)   Pre Evacuate Collection Set: 0.5ms
[2025-05-24T13:42:39.330+0000][gc,phases   ] GC(44)   Merge Heap Roots: 0.2ms
[2025-05-24T13:42:39.331+0000][gc,phases   ] GC(44)   Evacuate Collection Set: 5.3ms
[2025-05-24T13:42:39.331+0000][gc,phases   ] GC(44)   Post Evacuate Collection Set: 1.1ms
[2025-05-24T13:42:39.331+0000][gc,phases   ] GC(44)   Other: 0.4ms
[2025-05-24T13:42:39.331+0000][gc,heap     ] GC(44) Eden regions: 599->0(603)
[2025-05-24T13:42:39.331+0000][gc,heap     ] GC(44) Survivor regions: 15->11(77)
[2025-05-24T13:42:39.332+0000][gc,heap     ] GC(44) Old regions: 29->30
[2025-05-24T13:42:39.332+0000][gc,heap     ] GC(44) Humongous regions: 130->130
[2025-05-24T13:42:39.332+0000][gc,metaspace] GC(44) Metaspace: 16943K(17344K)->16943K(17344K) NonClass: 15024K(15168K)->15024K(15168K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:42:39.332+0000][gc          ] GC(44) Pause Young (Normal) (G1 Evacuation Pause) 772M->170M(1024M) 9.782ms
[2025-05-24T13:42:39.332+0000][gc,cpu      ] GC(44) User=0.02s Sys=0.03s Real=0.01s
[2025-05-24T13:43:19.068+0000][gc,start    ] GC(45) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:43:19.068+0000][gc,task     ] GC(45) Using 10 workers of 10 for evacuation
[2025-05-24T13:43:19.074+0000][gc,phases   ] GC(45)   Pre Evacuate Collection Set: 0.7ms
[2025-05-24T13:43:19.075+0000][gc,phases   ] GC(45)   Merge Heap Roots: 0.2ms
[2025-05-24T13:43:19.075+0000][gc,phases   ] GC(45)   Evacuate Collection Set: 4.0ms
[2025-05-24T13:43:19.075+0000][gc,phases   ] GC(45)   Post Evacuate Collection Set: 1.3ms
[2025-05-24T13:43:19.075+0000][gc,phases   ] GC(45)   Other: 0.3ms
[2025-05-24T13:43:19.075+0000][gc,heap     ] GC(45) Eden regions: 603->0(604)
[2025-05-24T13:43:19.076+0000][gc,heap     ] GC(45) Survivor regions: 11->10(77)
[2025-05-24T13:43:19.076+0000][gc,heap     ] GC(45) Old regions: 30->31
[2025-05-24T13:43:19.076+0000][gc,heap     ] GC(45) Humongous regions: 130->130
[2025-05-24T13:43:19.076+0000][gc,metaspace] GC(45) Metaspace: 16945K(17344K)->16945K(17344K) NonClass: 15025K(15168K)->15025K(15168K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:43:19.077+0000][gc          ] GC(45) Pause Young (Normal) (G1 Evacuation Pause) 773M->169M(1024M) 8.890ms
[2025-05-24T13:43:19.077+0000][gc,cpu      ] GC(45) User=0.03s Sys=0.01s Real=0.01s
[2025-05-24T13:43:49.538+0000][gc,start    ] GC(46) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:43:49.539+0000][gc,task     ] GC(46) Using 10 workers of 10 for evacuation
[2025-05-24T13:43:49.545+0000][gc,phases   ] GC(46)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:43:49.545+0000][gc,phases   ] GC(46)   Merge Heap Roots: 0.2ms
[2025-05-24T13:43:49.545+0000][gc,phases   ] GC(46)   Evacuate Collection Set: 4.2ms
[2025-05-24T13:43:49.545+0000][gc,phases   ] GC(46)   Post Evacuate Collection Set: 1.1ms
[2025-05-24T13:43:49.546+0000][gc,phases   ] GC(46)   Other: 0.3ms
[2025-05-24T13:43:49.546+0000][gc,heap     ] GC(46) Eden regions: 604->0(601)
[2025-05-24T13:43:49.546+0000][gc,heap     ] GC(46) Survivor regions: 10->13(77)
[2025-05-24T13:43:49.546+0000][gc,heap     ] GC(46) Old regions: 31->31
[2025-05-24T13:43:49.546+0000][gc,heap     ] GC(46) Humongous regions: 130->130
[2025-05-24T13:43:49.547+0000][gc,metaspace] GC(46) Metaspace: 16947K(17344K)->16947K(17344K) NonClass: 15027K(15168K)->15027K(15168K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:43:49.547+0000][gc          ] GC(46) Pause Young (Normal) (G1 Evacuation Pause) 773M->173M(1024M) 8.346ms
[2025-05-24T13:43:49.547+0000][gc,cpu      ] GC(46) User=0.04s Sys=0.00s Real=0.01s
[2025-05-24T13:44:29.213+0000][gc,start    ] GC(47) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:44:29.213+0000][gc,task     ] GC(47) Using 10 workers of 10 for evacuation
[2025-05-24T13:44:29.221+0000][gc,phases   ] GC(47)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:44:29.221+0000][gc,phases   ] GC(47)   Merge Heap Roots: 0.2ms
[2025-05-24T13:44:29.221+0000][gc,phases   ] GC(47)   Evacuate Collection Set: 5.9ms
[2025-05-24T13:44:29.221+0000][gc,phases   ] GC(47)   Post Evacuate Collection Set: 1.1ms
[2025-05-24T13:44:29.221+0000][gc,phases   ] GC(47)   Other: 0.3ms
[2025-05-24T13:44:29.221+0000][gc,heap     ] GC(47) Eden regions: 601->0(602)
[2025-05-24T13:44:29.222+0000][gc,heap     ] GC(47) Survivor regions: 13->12(77)
[2025-05-24T13:44:29.222+0000][gc,heap     ] GC(47) Old regions: 31->32
[2025-05-24T13:44:29.222+0000][gc,heap     ] GC(47) Humongous regions: 130->130
[2025-05-24T13:44:29.222+0000][gc,metaspace] GC(47) Metaspace: 16962K(17472K)->16962K(17472K) NonClass: 15042K(15296K)->15042K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:44:29.222+0000][gc          ] GC(47) Pause Young (Normal) (G1 Evacuation Pause) 774M->172M(1024M) 9.759ms
[2025-05-24T13:44:29.223+0000][gc,cpu      ] GC(47) User=0.03s Sys=0.02s Real=0.01s
[2025-05-24T13:44:59.832+0000][gc,start    ] GC(48) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:44:59.833+0000][gc,task     ] GC(48) Using 10 workers of 10 for evacuation
[2025-05-24T13:44:59.840+0000][gc,phases   ] GC(48)   Pre Evacuate Collection Set: 0.7ms
[2025-05-24T13:44:59.844+0000][gc,phases   ] GC(48)   Merge Heap Roots: 0.2ms
[2025-05-24T13:44:59.844+0000][gc,phases   ] GC(48)   Evacuate Collection Set: 4.2ms
[2025-05-24T13:44:59.844+0000][gc,phases   ] GC(48)   Post Evacuate Collection Set: 2.0ms
[2025-05-24T13:44:59.844+0000][gc,phases   ] GC(48)   Other: 0.3ms
[2025-05-24T13:44:59.845+0000][gc,heap     ] GC(48) Eden regions: 602->0(604)
[2025-05-24T13:44:59.845+0000][gc,heap     ] GC(48) Survivor regions: 12->10(77)
[2025-05-24T13:44:59.845+0000][gc,heap     ] GC(48) Old regions: 32->33
[2025-05-24T13:44:59.845+0000][gc,heap     ] GC(48) Humongous regions: 130->130
[2025-05-24T13:44:59.846+0000][gc,metaspace] GC(48) Metaspace: 16963K(17472K)->16963K(17472K) NonClass: 15044K(15296K)->15044K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:44:59.846+0000][gc          ] GC(48) Pause Young (Normal) (G1 Evacuation Pause) 774M->172M(1024M) 13.509ms
[2025-05-24T13:44:59.846+0000][gc,cpu      ] GC(48) User=0.05s Sys=0.00s Real=0.01s
[2025-05-24T13:45:39.408+0000][gc,start    ] GC(49) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:45:39.409+0000][gc,task     ] GC(49) Using 10 workers of 10 for evacuation
[2025-05-24T13:45:39.417+0000][gc,phases   ] GC(49)   Pre Evacuate Collection Set: 0.7ms
[2025-05-24T13:45:39.417+0000][gc,phases   ] GC(49)   Merge Heap Roots: 0.3ms
[2025-05-24T13:45:39.417+0000][gc,phases   ] GC(49)   Evacuate Collection Set: 5.2ms
[2025-05-24T13:45:39.417+0000][gc,phases   ] GC(49)   Post Evacuate Collection Set: 1.7ms
[2025-05-24T13:45:39.417+0000][gc,phases   ] GC(49)   Other: 0.3ms
[2025-05-24T13:45:39.418+0000][gc,heap     ] GC(49) Eden regions: 604->0(604)
[2025-05-24T13:45:39.418+0000][gc,heap     ] GC(49) Survivor regions: 10->10(77)
[2025-05-24T13:45:39.418+0000][gc,heap     ] GC(49) Old regions: 33->33
[2025-05-24T13:45:39.418+0000][gc,heap     ] GC(49) Humongous regions: 130->130
[2025-05-24T13:45:39.418+0000][gc,metaspace] GC(49) Metaspace: 16990K(17472K)->16990K(17472K) NonClass: 15070K(15296K)->15070K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:45:39.418+0000][gc          ] GC(49) Pause Young (Normal) (G1 Evacuation Pause) 776M->172M(1024M) 10.067ms
[2025-05-24T13:45:39.418+0000][gc,cpu      ] GC(49) User=0.05s Sys=0.00s Real=0.01s
[2025-05-24T13:46:19.132+0000][gc,start    ] GC(50) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:46:19.132+0000][gc,task     ] GC(50) Using 10 workers of 10 for evacuation
[2025-05-24T13:46:19.139+0000][gc,phases   ] GC(50)   Pre Evacuate Collection Set: 0.7ms
[2025-05-24T13:46:19.139+0000][gc,phases   ] GC(50)   Merge Heap Roots: 0.2ms
[2025-05-24T13:46:19.140+0000][gc,phases   ] GC(50)   Evacuate Collection Set: 4.6ms
[2025-05-24T13:46:19.140+0000][gc,phases   ] GC(50)   Post Evacuate Collection Set: 1.2ms
[2025-05-24T13:46:19.140+0000][gc,phases   ] GC(50)   Other: 0.5ms
[2025-05-24T13:46:19.140+0000][gc,heap     ] GC(50) Eden regions: 604->0(605)
[2025-05-24T13:46:19.140+0000][gc,heap     ] GC(50) Survivor regions: 10->9(77)
[2025-05-24T13:46:19.141+0000][gc,heap     ] GC(50) Old regions: 33->34
[2025-05-24T13:46:19.141+0000][gc,heap     ] GC(50) Humongous regions: 130->130
[2025-05-24T13:46:19.141+0000][gc,metaspace] GC(50) Metaspace: 16994K(17472K)->16994K(17472K) NonClass: 15075K(15296K)->15075K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:46:19.141+0000][gc          ] GC(50) Pause Young (Normal) (G1 Evacuation Pause) 776M->172M(1024M) 9.835ms
[2025-05-24T13:46:19.142+0000][gc,cpu      ] GC(50) User=0.03s Sys=0.01s Real=0.01s
[2025-05-24T13:46:49.574+0000][gc,start    ] GC(51) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:46:49.574+0000][gc,task     ] GC(51) Using 10 workers of 10 for evacuation
[2025-05-24T13:46:49.581+0000][gc,phases   ] GC(51)   Pre Evacuate Collection Set: 0.6ms
[2025-05-24T13:46:49.582+0000][gc,phases   ] GC(51)   Merge Heap Roots: 0.3ms
[2025-05-24T13:46:49.582+0000][gc,phases   ] GC(51)   Evacuate Collection Set: 4.6ms
[2025-05-24T13:46:49.582+0000][gc,phases   ] GC(51)   Post Evacuate Collection Set: 1.3ms
[2025-05-24T13:46:49.582+0000][gc,phases   ] GC(51)   Other: 0.4ms
[2025-05-24T13:46:49.582+0000][gc,heap     ] GC(51) Eden regions: 605->0(602)
[2025-05-24T13:46:49.582+0000][gc,heap     ] GC(51) Survivor regions: 9->12(77)
[2025-05-24T13:46:49.583+0000][gc,heap     ] GC(51) Old regions: 34->35
[2025-05-24T13:46:49.583+0000][gc,heap     ] GC(51) Humongous regions: 130->130
[2025-05-24T13:46:49.583+0000][gc,metaspace] GC(51) Metaspace: 16996K(17472K)->16996K(17472K) NonClass: 15076K(15296K)->15076K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:46:49.583+0000][gc          ] GC(51) Pause Young (Normal) (G1 Evacuation Pause) 777M->175M(1024M) 9.146ms
[2025-05-24T13:46:49.583+0000][gc,cpu      ] GC(51) User=0.03s Sys=0.03s Real=0.01s
[2025-05-24T13:47:29.275+0000][gc,start    ] GC(52) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:47:29.276+0000][gc,task     ] GC(52) Using 10 workers of 10 for evacuation
[2025-05-24T13:47:29.283+0000][gc,phases   ] GC(52)   Pre Evacuate Collection Set: 0.6ms
[2025-05-24T13:47:29.283+0000][gc,phases   ] GC(52)   Merge Heap Roots: 0.2ms
[2025-05-24T13:47:29.283+0000][gc,phases   ] GC(52)   Evacuate Collection Set: 4.2ms
[2025-05-24T13:47:29.283+0000][gc,phases   ] GC(52)   Post Evacuate Collection Set: 1.3ms
[2025-05-24T13:47:29.283+0000][gc,phases   ] GC(52)   Other: 0.4ms
[2025-05-24T13:47:29.283+0000][gc,heap     ] GC(52) Eden regions: 602->0(602)
[2025-05-24T13:47:29.284+0000][gc,heap     ] GC(52) Survivor regions: 12->12(77)
[2025-05-24T13:47:29.284+0000][gc,heap     ] GC(52) Old regions: 35->35
[2025-05-24T13:47:29.284+0000][gc,heap     ] GC(52) Humongous regions: 130->130
[2025-05-24T13:47:29.284+0000][gc,metaspace] GC(52) Metaspace: 17000K(17472K)->17000K(17472K) NonClass: 15081K(15296K)->15081K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:47:29.284+0000][gc          ] GC(52) Pause Young (Normal) (G1 Evacuation Pause) 777M->175M(1024M) 9.004ms
[2025-05-24T13:47:29.285+0000][gc,cpu      ] GC(52) User=0.04s Sys=0.00s Real=0.01s
[2025-05-24T13:48:02.112+0000][gc,start    ] GC(53) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:48:02.113+0000][gc,task     ] GC(53) Using 10 workers of 10 for evacuation
[2025-05-24T13:48:02.121+0000][gc,phases   ] GC(53)   Pre Evacuate Collection Set: 0.9ms
[2025-05-24T13:48:02.122+0000][gc,phases   ] GC(53)   Merge Heap Roots: 0.4ms
[2025-05-24T13:48:02.122+0000][gc,phases   ] GC(53)   Evacuate Collection Set: 4.9ms
[2025-05-24T13:48:02.122+0000][gc,phases   ] GC(53)   Post Evacuate Collection Set: 1.7ms
[2025-05-24T13:48:02.123+0000][gc,phases   ] GC(53)   Other: 0.6ms
